,report_id,date_time,police_beat,street_no,street_dir,street_name,street_type,cross_st_dir,cross_st_name,cross_st_type,violation_section,violation_type,charge_desc,injured,killed,hit_run_lvl,zip_code
18,170316,1/1/17 12:30,813,2800, ,EL CAJON,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92104
19,170045,1/1/17 13:00,111,3200, ,ASHFORD,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92111
20,170068,1/1/17 13:03,122,1100, ,GARNET,AVENUE, , , ,22517,VC,OPENING AND CLOSING DOORS,1,0,,92109
21,170251,1/1/17 13:16,832,4300, ,EL CAJON,BOULEVARD, , , ,22450(A),VC,STOP REQUIREMENTS STATE STOP LINE,1,0,,92105
22,170096,1/1/17 15:30,512,2800, ,IMPERIAL,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,FELONY,92102
23,170078,1/1/17 15:30,315,5100, ,MISSION CENTER,ROAD, , , ,21461A,VC,FAIL TO OBEY TRAFFIC CONTROL DEVICE,1,0,,92108
24,170051,1/1/17 16:40,321,10400, ,SAN DIEGO MISSION,ROAD, , , ,21703,VC,FOLLOWING TOO CLOSELY,0,0,MISDEMEANOR,92108
25,170257,1/1/17 18:07,611,3700, ,SPORTS ARENA,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,4,0,,92110
26,170278,1/1/17 19:30,627,100, ,WASHINGTON,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,92103
27,170146,1/1/17 19:45,822,5800, ,EL CAJON,BOULEVARD, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,2,0,,92115
28,170127,1/1/17 20:36,524,700, ,08TH,AVENUE, , , ,21950B,VC,PEDESTRIAN NOT TO SUDDENLY ENTER PATH ETC,1,0,,
29,170122,1/1/17 22:15,841,3400, ,COLLEGE,AVENUE, , , ,21804,VC,ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY,3,0,,92115
30,170158,1/2/17 0:01,837,1700, ,39TH,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,
31,170149,1/2/17 4:50,323,5600, ,COLLEGE,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,92120
32,170049,1/2/17 4:52,621,6600, ,OSLER,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,92111
33,170036,1/2/17 7:00,541,100, ,PARK,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92101
34,170105,1/2/17 8:14,451,3100, ,55TH,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,
35,170098,1/2/17 8:20,712,100, ,CENTER,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,
36,170261,1/2/17 11:10,231,8500, ,TED WILLIAMS,PARKWAY, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,92128
37,170046,1/2/17 14:10,627,500, ,ROBINSON,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,
38,170129,1/2/17 14:10,722,1900, ,PALM,AVENUE, , , ,21703,VC,FOLLOWING TOO CLOSELY,3,0,,92154
39,170057,1/2/17 14:25,232,11900, ,CONFERENCE,WAY, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,MISDEMEANOR,
40,170077,1/2/17 15:00,242,9200, ,HILLERY,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,92126
41,170135,1/2/17 15:41,327,6500, ,MONTEZUMA,ROAD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,,92115
42,170162,1/2/17 16:00,115,5200, ,GENESEE,COVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92122
43,171537,1/2/17 18:25,242,7700, ,MIRA MESA,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,1,,92126
44,170333,1/2/17 18:26,242,9900, ,MERCY,ROAD, , , ,21453C,VC,RED ARROWDO NOT ENTER INTERSECTION,1,0,,US
45,170232,1/2/17 18:45,234,11600, ,RANCHO BERNARDO,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,92127
46,170271,1/2/17 18:45,621,6900, ,LINDA VISTA,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR,92111
47,170108,1/3/17 0:01,937,17900, ,SAN DIEGUITO,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR,92127
48,170103,1/3/17 0:01,115,9100, ,TOWNE CENTRE,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92122
49,170092,1/3/17 0:02,813,2900, ,LINCOLN,AVENUE, , , ,21703,VC,FOLLOWING TOO CLOSELY,0,0,MISDEMEANOR,92104
50,170112,1/3/17 0:02,838,3300, ,LINCOLN,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,MISDEMEANOR,92104
51,170079,1/3/17 3:20,327,6900, ,ALVARADO,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,92120
52,170047,1/3/17 4:30,242,10200, ,BLACK MTN,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,92126
53,170439,1/3/17 7:35,111,0, ,BALBOA,AVENUE, ,MT ABERNATHY,AVENUE,21755,VC,PASS ON THE RIGHT SAFELY,0,0,,92111
54,170131,1/3/17 9:00,315,2200, ,RIVER RUN,DRIVE, , , ,21804,VC,ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY,1,0,,92108
55,170130,1/3/17 9:26,313,7300, ,CLAIREMONT MESA,BOULEVARD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,2,0,,92111
56,170134,1/3/17 10:30,934,3400, ,DEL MAR HEIGHTS,ROAD, , , ,21954A,VC,PEDESTRIANS OUTSIDE CROSSWALKS,1,0,,92130
57,170110,1/3/17 11:39,515,2700, ,K,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,
58,170178,1/3/17 12:30,934,3800, ,VALLEY CENTRE,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92130
59,170102,1/3/17 13:40,243,8900, ,ACTIVITY,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92126
60,170225,1/3/17 13:49,315,8500, ,RIO SAN DIEGO,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,92108
61,171061,1/3/17 14:15,725,0, ,OCEAN VIEW, , ,SEA FIRE,POINT,22450(A),VC,STOP REQUIREMENTS STATE STOP LINE,1,0,,92107
62,171777,1/3/17 14:30,432,200, ,SAN JACINTO,DRIVE, , , ,22655A,VC,IMPOUND VEHICLE FOR HIT AND RUN INVESTIGATION,0,0,MISDEMEANOR,92114
63,170141,1/3/17 14:43,326,5500, ,MONTEZUMA,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,92115
64,170189,1/3/17 17:00,243,8600, ,MIRAMAR,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,3,0,,92126
65,170165,1/3/17 17:00,515,2600, ,MARKET,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92102
66,170100,1/3/17 17:15,321,5800, ,FAIRMOUNT,AVENUE, , , ,21755,VC,PASS ON THE RIGHT SAFELY,0,0,MISDEMEANOR,92120
67,170188,1/3/17 18:42,242,0, ,KIKA,COURT, ,MERCY,ROAD,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,,
68,170177,1/3/17 19:39,624,1900, ,MADISON,AVENUE, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,MISDEMEANOR,92116
69,170341,1/3/17 19:40,122,1600, ,GARNET,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,92109
70,170194,1/3/17 21:34,522,100, ,MARKET,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,92101
71,170107,1/3/17 22:36,516,500, ,33RD,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,
72,170167,1/4/17 0:01,441,3900, ,HEMLOCK,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92113
73,170155,1/4/17 2:37,723,1200, ,PICCARD,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR,92154
74,170192,1/4/17 6:45,242,8000, ,PORT ROYALE,DRIVE, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,,92126
75,170173,1/4/17 8:04,437,7300, ,PARADISE VALLEY,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,2,0,,92114
76,170542,1/4/17 8:07,122,1700, ,GARNET,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,,92109
77,170161,1/4/17 8:09,622,1300, ,MORENA,BOULEVARD, , , ,21703,VC,FOLLOWING TOO CLOSELY,0,0,MISDEMEANOR,92110
78,170383,1/4/17 9:00,813,3900, ,30TH,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,
79,170970,1/4/17 9:02,627,3900, ,05TH,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,
80,170280,1/4/17 10:30,528,500,W,GRAPE,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92101
81,170171,1/4/17 10:50,821,0, ,70TH,STREET, ,MOHAWK,STREET,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,2,0,,
82,170164,1/4/17 13:20,841,3400, ,COLLEGE,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92115
83,170373,1/4/17 14:14,621,7100, ,FULTON,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,92111
84,170195,1/4/17 15:30,315,1400, ,CAM DE LA REINA, , , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,,
85,170191,1/4/17 15:30,234,11500, ,RANCHO BERNARDO,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,92127
86,170230,1/4/17 15:45,232,12000, ,WORLD TRADE,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92128
87,170491,1/4/17 16:20,821,4700, ,ROLANDO,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,92115
88,170172,1/4/17 17:10,311,3500, ,RUFFIN,ROAD, , , ,21802A,VC,ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE,1,0,,92123
89,170200,1/4/17 17:15,122,1300, ,MISSOURI,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,92109
90,170371,1/4/17 17:20,124,500, ,PALOMAR,AVENUE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,,92037
91,170243,1/4/17 17:30,124,2500, ,TORREY PINES,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,92037
92,170264,1/4/17 17:31,931,10700, ,VISTA SORRENTO,PARKWAY, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,2,0,,92121
93,170190,1/4/17 18:28,231,0, , I-15 NB, , ,POWAY,ROAD,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,
94,170455,1/4/17 20:00,821,6700, ,EL CAJON,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92115
95,170235,1/4/17 20:53,833,0, ,CHAMOUNE,AVENUE, ,WIGHTMAN,STREET,22450(A),VC,STOP REQUIREMENTS STATE STOP LINE,1,0,MISDEMEANOR,
96,170213,1/4/17 20:54,828,4800, ,CASTLE,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR,92105
97,170254,1/4/17 20:57,311,3100, ,MISSION VILLAGE,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,92123
98,170159,1/4/17 20:58,839,0, ,WIGHTMAN,STREET, ,WILSON,AVENUE,22450(A),VC,STOP REQUIREMENTS STATE STOP LINE,0,0,MISDEMEANOR,
99,170300,1/4/17 22:07,437,2100, ,ALTA VIEW,DRIVE, , , ,21651B,VC,DRIVE THE WRONG WAY ON A DIVIDED HIGHWAY,0,0,MISDEMEANOR,2509
100,170346,1/5/17 0:01,116,2900, ,LLOYD,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,92117
101,170666,1/5/17 3:11,626,3500, ,INDIA,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,92103
102,170299,1/5/17 7:30,437,6900, ,PARADISE VALLEY,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,92114
103,170458,1/5/17 7:50,511,2800, ,MAIN,STREET, , , ,21658A,VC,LANED ROADWAYS - STRADDLING OR UNSAFE CHANGING,0,0,MISDEMEANOR,92113
104,180393,1/5/17 8:30,931,3800, ,SORRENTO VALLEY,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,,92121
105,170360,1/5/17 8:48,241,7400, ,MIRAMAR, , , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,2,0,,92126
106,171172,1/5/17 9:00,233,14100, ,CUCA,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92129
107,170196,1/5/17 9:38,524,100, ,ASH,STREET, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,,92101
108,170541,1/5/17 9:55,516,500, ,32ND,STREET, , , ,21460A,VC,DRIVING TO LEFT OF DOUBLE SOLID LINES,0,0,,
109,170187,1/5/17 10:43,241,9900, ,AVIARY,DRIVE, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,2,0,,92131
110,180418,1/5/17 10:46,114,4800, ,CLAIREMONT,DRIVE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,1,0,,92117
111,170350,1/5/17 11:00,241,9800, ,MIRA MESA,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92126
112,170335,1/5/17 11:00,627,3900, ,09TH,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,2,0,,
113,170284,1/5/17 11:20,232,11500, ,CARMEL MTN,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,92128
114,170233,1/5/17 11:27,934,5700, ,CARMEL VALLEY,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR,92130
115,170193,1/5/17 12:30,315,2000, ,CAM DEL RIO, , , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,2,0,,92108
116,170184,1/5/17 12:55,614,2300, ,EBERS,STREET, , , ,21802A,VC,ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE,1,0,,92107
117,170259,1/5/17 13:25,241,8400, ,KEARNY VILLA,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,92145
118,170258,1/5/17 14:19,627,1200, ,UNIVERSITY,AVENUE, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,,92103
119,170315,1/5/17 15:00,313,7800, ,OTHELLO,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92111
120,170215,1/5/17 15:35,826,4300, ,53RD,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR,
121,170186,1/5/17 15:40,627,4200, ,BACHMAN,PLACE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,92103
122,170183,1/5/17 18:49,512,2500, ,IMPERIAL,AVENUE, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,,92102
123,170438,1/5/17 18:57,116,3400, ,BALBOA,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,92117
124,170175,1/5/17 19:07,517,2800, ,TREAT,STREET, , , ,22450,VC,STOP REQUIREMENTS,0,0,MISDEMEANOR,92102
125,170185,1/5/17 19:59,614,1900, ,BACON,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,92107
126,170231,1/5/17 20:30,231,12300, ,CREEKVIEW,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92128
127,170206,1/5/17 20:52,712,100, ,PRIMERA, , , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,92173
128,170181,1/5/17 22:28,123,1300, ,SEAWORLD, , , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,0,0,MISDEMEANOR,US
129,170343,1/6/17 0:01,113,3300, ,CLAIREMONT MESA,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,,92117
130,170408,1/6/17 0:01,612,2800, ,CADIZ,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92110
131,170338,1/6/17 0:01,934,11900, ,EL CAMINO REAL, , , , ,20002(A),VC,HIT AND RUN,0,0,MISDEMEANOR,92130
132,170301,1/6/17 1:46,441,600,S,36TH,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,
133,170270,1/6/17 2:00,316,0, ,MISSION VILLAGE,DRIVE, ,SAN DIEGO MISSION,ROAD,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,
134,170253,1/6/17 7:00,931,6100, ,MIRA MESA,BOULEVARD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,3,0,,92121
135,170199,1/6/17 7:00,124,6400, ,LA JOLLA,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,92037
136,170205,1/6/17 9:30,529,400, ,KALMIA,STREET, , , ,26708A,VC,STICKERS OBJECTS OBSTRUCTING VIEW,0,0,MISDEMEANOR,92101
137,170672,1/6/17 11:20,627,100, ,WASHINGTON,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR,92103
138,170314,1/6/17 11:30,121,3800, ,MISSION,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92109
139,170337,1/6/17 12:00,627,3900, ,CLEVELAND,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92103
140,170229,1/6/17 12:00,242,11200, ,CAM RUIZ, , , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,
141,170242,1/6/17 12:50,124,2700, ,TORREY PINES,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,92037
142,170265,1/6/17 13:20,243,8900, ,CAM SANTA FE, , , , ,21453C,VC,RED ARROWDO NOT ENTER INTERSECTION,4,0,,
143,175065,1/6/17 13:45,451,2100, ,54TH,STREET, , , ,21703,VC,FOLLOWING TOO CLOSELY,0,0,MISDEMEANOR,
144,170291,1/6/17 13:53,932,12600,N,TORREY PINES,ROAD, , , ,21760(C),VC,UNSAFE PASSING WITHIN THREE FEET OF BICYCLIST,1,0,,92037
145,170255,1/6/17 14:00,325,8500, ,MISSION GORGE,ROAD, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,,92071
146,170224,1/6/17 14:50,326,4500, ,COLLWOOD,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92115
147,170228,1/6/17 15:00,623,2200, ,HOTEL,CIRCLE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92108
148,170543,1/6/17 15:03,124,2400, ,TORREY PINES,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,92037
149,170241,1/6/17 15:34,122,0, ,I-5 SB, , ,MISSION BAY,DRIVE,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,,
150,170256,1/6/17 16:35,315,2100, ,STATION VILLAGE,WAY, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,2,0,,92108
151,170216,1/6/17 16:45,825,4700, ,KENSINGTON,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,92116
